都道府県,01総数,01スマートフォン,01格安スマートフォン,01機能限定・子供向けスマートフォン,01契約切れスマートフォン,01携帯電話,01機能限定電話・子ども向け携帯電話,01ノートパソコン,01デスクトップパソコン,01タブレット,01学習用タブレット,01子供向け娯楽用タブレット,01携帯音楽プレイヤー,01携帯ゲーム機,01据置型ゲーム機,01インターネット接続テレビ,01利用している（計）,01いずれも利用していない,01Ａスマートフォン（計）,01Ｂ携帯電話（計）,01Ｃパソコン（計）,01Ｄタブレット（計）,01Ｅ携帯音楽プレイヤー,01Ｆゲーム機（計）,01Ｇインターネット接続テレビ,01Ａ・Ｂスマートフォン・携帯電話（計）,01Ａ・Ｂ機能限定や子供向け（計）,01Ａ・Ｂ機能限定や子供向け以外（計）,01回答計,01総数_1,01スマートフォン_2,01格安スマートフォン_3,01機能限定・子供向けスマートフォン_4,01契約切れスマートフォン_5,01携帯電話_6,01機能限定電話・子ども向け携帯電話_7,01ノートパソコン_8,01デスクトップパソコン_9,01タブレット_10,01学習用タブレット_11,01子供向け娯楽用タブレット_12,01携帯音楽プレイヤー_13,01携帯ゲーム機_14,01据置型ゲーム機_15,01インターネット接続テレビ_16,01利用している（計）_17,01いずれも利用していない_18,01Ａスマートフォン（計）_19,01Ｂ携帯電話（計）_20,01Ｃパソコン（計）_21,01Ｄタブレット（計）_22,01Ｅ携帯音楽プレイヤー_23,01Ｆゲーム機（計）_24,01Ｇインターネット接続テレビ_25,01Ａ・Ｂスマートフォン・携帯電話（計）_26,01Ａ・Ｂ機能限定や子供向け（計）_27,01Ａ・Ｂ機能限定や子供向け以外（計）_28,01回答計_29,02該当数,02スマートフォン,02格安スマートフォン,02機能限定・子供向けスマートフォン,02契約切れスマートフォン,02携帯電話,02機能限定電話・子ども向け携帯電話,02ノートパソコン,02デスクトップパソコン,02タブレット,02学習用タブレット,02子供向け娯楽用タブレット,02携帯音楽プレイヤー,02携帯ゲーム機,02据置型ゲーム機,02インターネット接続テレビ,02インターネット利用（計）,02インターネット非利用,02モバイル機器（計）,02据置型機器（計）,02Ａスマートフォン（計）,02Ｂ携帯電話（計）,02Ｃパソコン（計）,02Ｄタブレット（計）,02Ｅ携帯音楽プレイヤー,02Ｆゲーム機（計）,02Ｇインターネット接続テレビ,02Ａ・Ｂスマートフォン・携帯電話（計）,02Ａ・Ｂ機能限定や子供向け（計）,02Ａ・Ｂ機能限定や子供向け以外（計）,37該当数,37コミニュケーション,37ニュース,37情報検索,37地図・ナビゲーション,37音楽視聴,37動画視聴,37電子書籍,37ゲーム,37ショッピング・オークション,37その他,37わからない,52全体 該当者,52使っていない,52３０分未満,52３０分以上１時間未満,52１時間以上２時間未満,52２時間以上３時間未満,52３時間以上４時間未満,52４時間以上５時間未満,52５時間以上６時間未満,52６時間以上９時間未満,52９時間以上１２時間未満,52１２時間以上１５時間未満,52１５時間以上１８時間未満,52１８時間以上２１時間未満,52２１時間以上２４時間未満,52２４時間以上,52わからない,52２時間以上（計）,52５時間以上（計）,52６時間以上（計）,52１２時間以上（計）,52１８時間以上（計）,52平均（分）,52標準偏差,68該当数,68スマートフォン,68格安スマートフォン,68機能限定・子供向けスマートフォン,68契約切れスマートフォン,68携帯電話,68機能限定電話・子ども向け携帯電話,68ノートパソコン,68デスクトップパソコン,68タブレット,68学習用タブレット,68子供向け娯楽用タブレット,68携帯音楽プレイヤー,68携帯ゲーム機,68据置型ゲーム機,68インターネット接続テレビ,68無線ＬＡＮ利用（計）,68無線ＬＡＮ非利用,68Ａスマートフォン（計）,68Ｂ携帯電話（計）,68Ｃパソコン（計）,68Ｄタブレット（計）,68Ｅ携帯音楽プレイヤー,68Ｆゲーム機（計）,68Ｇインターネット接続テレビ,68Ａ・Ｂスマートフォン・携帯電話（計）,68Ａ・Ｂ機能限定や子供向け（計）,68Ａ・Ｂ機能限定や子供向け以外（計）,85該当数,85悪口等のメール・メッセージ送られた,85悪口等のメール・メッセージ送った,85掲示板で自分や他人の情報書き込んだ,85親に話しにくいサイトを見た,85ゲームなどでお金を使いすぎた,85差別内容掲載サイトにアクセスする,85知らない人や、お店からメール来た,85迷惑メッセージ・メールを送られた,85ネットで知り合った人とメール等した,85ネットで知り合った同性と会った,85ネットで知り合った異性と会った,85ネットで知り合った人との関係悩んだ,85ネットにのめりこんで勉強できない,85その他困ったことがある,85あてはまるものがある（計）,85あてはまるものはない,85わからない,85回答計,86該当数,86利用する時間を決めている,86利用する場所を決めている,86メール・メッセージを送る相手の制限,86利用サイト・アプリ内容を決めている,86送信・投稿内容を決めている,86利用者情報を漏れないようにしている,86料金上限や課金方法を決めている,86困ったときはすぐに保護者に連絡する,86その他,86ルールを決めている（計）,86特にルールを決めていない,86わからない,86回答計,87総数,87学校で教えてもらった,87親（保護者）から教えてもらった,87兄弟・姉妹から教えてもらった,87機器の購入時に販売員より説明された,87機器の購入時に資料をもらった,87友だちから教えてもらった,87テレビや本・パンフレットで知った,87インターネットで知った,87その他,87説明を受けたり学んだりした（計）,87教えてもらったり学んだりしない,87わからない,87回答計,88総数,88男性,88女性,89総数,89１０歳,89１１歳,89１２歳,89１３歳,89１４歳,89１５歳,89１６歳,89１７歳,89平均,89標準偏差,90総数,90男性１０歳,90１１歳,90１２歳,90１３歳,90１４歳,90１５歳,90１６歳,90１７歳,90女性１０歳,90１１歳_30,90１２歳_31,90１３歳_32,90１４歳_33,90１５歳_34,90１６歳_35,90１７歳_36,91総数,91小学４年生,91小学５年生,91小学６年生,91中学１年生,91中学２年生,91中学３年生,91高校１年生,91高校２年生,91高校３年生,91専門学校、各種学校等,91中学校卒業,91高校中退,91専門学校、各種学校等中退・卒業,91小学生（計）,91中学生（計）,91高校生（計）,91その他（計）,92総数,92小学生男子,92女子,92中学生男子,92女子_37,92高校生男子,92女子_38,92その他,93総数,93１人以上いる,93いない,暴力件数,いじめ件数,不登校件数
神奈川県,207,46.9,0.5,2.9,5.3,17.4,10.1,22.7,11.1,18.4,6.3,0,28,45.9,28.5,6.3,94.7,5.3,53.1,27.5,33.3,23.7,28,53.1,6.3,76.8,13,66.2,255.6,207,46.9,0.5,2.9,5.3,17.4,10.1,22.7,11.1,18.4,6.3,0,28,45.9,28.5,6.3,94.7,5.3,53.1,27.5,33.3,23.7,28,53.1,6.3,76.8,13,66.2,255.6,196,46.4,0.5,2.6,4.6,6.1,1,22.4,10.7,17.3,4.6,0,9.7,18.4,12.2,4.1,84.7,15.3,81.1,21.4,52.6,7.1,32.7,20.9,9.7,23.5,4.1,59.2,3.6,55.6,166,69.3,28.3,63.3,30.7,65.7,66.3,10.8,66.9,12,9,4.8,166,1.2,9,13.9,24.1,15.7,10.8,7.2,3,6.6,2.4,0,0,0.6,0.6,0.6,4.2,47.6,13.9,10.8,1.8,1.8,159.2,205.6,166,41.6,0,1.2,4.8,1.2,0.6,19.3,6.6,16.3,3.6,0,6.6,14.5,7.8,2.4,100,0,45.8,1.8,25.3,19.3,6.6,16.9,2.4,47.6,1.8,45.8,166,4.2,1.8,2.4,0.6,0.6,0,18.7,24.7,12,3.6,1.8,0,16.3,1.8,45.2,54.2,0.6,143.4,166,29.5,28.9,12,21.1,19.3,26.5,32.5,32.5,0.6,78.3,19.3,2.4,224.7,207,85.5,46.9,6.8,7.7,4.3,10.1,20.8,7.7,0,93.7,4.8,1.4,196.1,207,43,57,207,11.1,11.6,15.5,13.5,15.5,13,10.1,9.7,13.39,2.2,207,4.8,5.3,6.3,7.7,5.3,5.3,5.3,2.9,6.3,6.3,9.2,5.8,10.1,7.7,4.8,6.8,207,6.8,12.1,13,15.5,15,11.1,13,9.7,2.9,0,0,1,0,31.9,41.5,25.6,1,207,13,18.8,19.3,22.2,10.6,15,1,207,59.4,40.6,7.3,7.5,16.0 
新潟県,66,36.4,1.5,0,1.5,6.1,6.1,24.2,9.1,13.6,9.1,0,27.3,54.5,21.2,1.5,86.4,13.6,37.9,10.6,31.8,21.2,27.3,56.1,1.5,47,6.1,42.4,225.8,66,36.4,1.5,0,1.5,6.1,6.1,24.2,9.1,13.6,9.1,0,27.3,54.5,21.2,1.5,86.4,13.6,37.9,10.6,31.8,21.2,27.3,56.1,1.5,47,6.1,42.4,225.8,57,40.4,1.8,0,1.8,1.8,0,28.1,7,12.3,10.5,0,14,28.1,3.5,0,84.2,15.8,84.2,8.8,42.1,1.8,33.3,21.1,14,29.8,0,43.9,0,43.9,48,68.8,22.9,66.7,18.8,54.2,64.6,8.3,72.9,18.8,10.4,0,48,6.3,4.2,12.5,35.4,16.7,8.3,8.3,2.1,0,4.2,0,0,0,0,0,2.1,39.6,6.3,4.2,0,0,117.66,116.5,48,41.7,2.1,0,2.1,0,0,22.9,6.3,12.5,12.5,0,10.4,22.9,4.2,0,100,0,43.8,0,27.1,22.9,10.4,25,0,43.8,0,43.8,48,4.2,0,2.1,2.1,2.1,2.1,22.9,20.8,12.5,4.2,2.1,2.1,27.1,2.1,50,45.8,4.2,156.3,48,31.3,12.5,8.3,14.6,16.7,14.6,18.8,22.9,2.1,54.2,41.7,4.2,187.5,66,83.3,30.3,3,4.5,3,9.1,28.8,7.6,0,89.4,10.6,0,180.3,66,47,53,66,9.1,9.1,13.6,13.6,16.7,15.2,16.7,6.1,13.62,2.1,66,6.1,3,4.5,1.5,7.6,13.6,7.6,3,3,6.1,9.1,12.1,9.1,1.5,9.1,3,66,4.5,9.1,15.2,12.1,15.2,15.2,15.2,10.6,3,0,0,0,0,28.8,42.4,28.8,0,66,12.1,16.7,18.2,24.2,16.7,12.1,0,66,47,53,3.9,6.1,13.8 
富山県,52,38.5,1.9,1.9,5.8,7.7,9.6,46.2,11.5,11.5,0,0,30.8,38.5,28.8,5.8,100,0,46.2,17.3,53.8,11.5,30.8,48.1,5.8,59.6,11.5,50,238.5,52,38.5,1.9,1.9,5.8,7.7,9.6,46.2,11.5,11.5,0,0,30.8,38.5,28.8,5.8,100,0,46.2,17.3,53.8,11.5,30.8,48.1,5.8,59.6,11.5,50,238.5,52,36.5,1.9,1.9,5.8,1.9,1.9,44.2,11.5,11.5,0,0,17.3,21.2,9.6,0,92.3,7.7,90.4,21.2,44.2,3.8,51.9,11.5,17.3,28.8,0,44.2,3.8,42.3,48,47.9,4.2,52.1,18.8,45.8,70.8,10.4,50,2.1,4.2,2.1,48,0,6.3,12.5,27.1,18.8,12.5,8.3,0,6.3,0,2.1,0,0,0,0,6.3,47.9,8.3,8.3,2.1,0,139.78,137.8,48,31.3,2.1,0,4.2,0,2.1,33.3,8.3,10.4,0,0,12.5,12.5,2.1,0,100,0,35.4,2.1,39.6,10.4,12.5,14.6,0,37.5,2.1,35.4,48,2.1,2.1,10.4,4.2,2.1,0,14.6,8.3,8.3,2.1,2.1,2.1,10.4,0,33.3,66.7,0,135.4,48,27.1,14.6,6.3,8.3,12.5,16.7,14.6,6.3,0,58.3,41.7,0,147.9,52,92.3,28.8,0,1.9,1.9,3.8,5.8,3.8,0,94.2,5.8,0,144.2,52,42.3,57.7,52,3.8,13.5,17.3,15.4,11.5,11.5,9.6,17.3,13.77,2.2,52,1.9,7.7,7.7,7.7,5.8,5.8,0,5.8,1.9,5.8,9.6,7.7,5.8,5.8,9.6,11.5,52,3.8,5.8,15.4,17.3,17.3,9.6,13.5,11.5,5.8,0,0,0,0,25,44.2,30.8,0,52,11.5,13.5,21.2,23.1,9.6,21.2,0,52,57.7,42.3,2.4,7.7,11.5 
石川県,28,53.6,0,0,0,7.1,7.1,17.9,17.9,28.6,3.6,0,32.1,50,28.6,3.6,96.4,3.6,53.6,14.3,35.7,32.1,32.1,53.6,3.6,67.9,7.1,60.7,253.6,28,53.6,0,0,0,7.1,7.1,17.9,17.9,28.6,3.6,0,32.1,50,28.6,3.6,96.4,3.6,53.6,14.3,35.7,32.1,32.1,53.6,3.6,67.9,7.1,60.7,253.6,27,55.6,0,0,0,0,0,14.8,18.5,18.5,0,0,14.8,25.9,18.5,3.7,88.9,11.1,81.5,29.6,55.6,0,33.3,18.5,14.8,29.6,3.7,55.6,0,55.6,24,66.7,4.2,54.2,25,62.5,54.2,0,75,20.8,0,12.5,24,4.2,4.2,4.2,4.2,16.7,16.7,12.5,12.5,12.5,4.2,0,0,0,0,0,8.3,75,29.2,16.7,0,0,216.82,142,24,50,0,0,0,0,0,16.7,4.2,20.8,0,0,8.3,25,20.8,0,100,0,50,0,20.8,20.8,8.3,29.2,0,50,0,50,24,4.2,4.2,8.3,0,0,4.2,8.3,25,4.2,4.2,4.2,4.2,4.2,4.2,33.3,66.7,0,145.8,24,33.3,16.7,8.3,12.5,4.2,4.2,8.3,12.5,0,41.7,58.3,0,158.3,28,100,28.6,3.6,3.6,0,10.7,21.4,7.1,0,100,0,0,175,28,53.6,46.4,28,3.6,10.7,7.1,25,10.7,7.1,32.1,3.6,13.96,2,28,0,3.6,3.6,14.3,10.7,3.6,17.9,0,3.6,7.1,3.6,10.7,0,3.6,14.3,3.6,28,0,10.7,10.7,17.9,10.7,10.7,17.9,17.9,3.6,0,0,0,0,21.4,39.3,39.3,0,28,7.1,14.3,25,14.3,21.4,17.9,0,28,35.7,64.3,2.1,5.4,13.5 
福井県,34,38.2,0,0,2.9,5.9,5.9,23.5,8.8,26.5,5.9,0,41.2,26.5,35.3,14.7,82.4,17.6,41.2,11.8,29.4,32.4,41.2,41.2,14.7,52.9,5.9,47.1,252.9,34,38.2,0,0,2.9,5.9,5.9,23.5,8.8,26.5,5.9,0,41.2,26.5,35.3,14.7,82.4,17.6,41.2,11.8,29.4,32.4,41.2,41.2,14.7,52.9,5.9,47.1,252.9,28,42.9,0,0,0,3.6,0,28.6,7.1,32.1,7.1,0,17.9,21.4,10.7,7.1,92.9,7.1,92.9,17.9,42.9,3.6,32.1,39.3,17.9,25,7.1,46.4,0,46.4,26,76.9,30.8,61.5,19.2,65.4,88.5,19.2,73.1,11.5,7.7,0,26,0,7.7,15.4,23.1,15.4,19.2,7.7,11.5,0,0,0,0,0,0,0,0,53.8,11.5,0,0,0,139.04,101.1,26,38.5,0,0,0,3.8,0,26.9,7.7,30.8,7.7,0,15.4,23.1,3.8,7.7,100,0,38.5,3.8,30.8,38.5,15.4,23.1,7.7,42.3,0,42.3,26,3.8,0,3.8,3.8,11.5,0,19.2,34.6,19.2,0,0,3.8,26.9,0,57.7,42.3,0,169.2,26,19.2,26.9,0,11.5,7.7,11.5,23.1,23.1,3.8,50,50,0,176.9,34,91.2,41.2,2.9,5.9,2.9,20.6,29.4,20.6,0,97.1,2.9,0,217.6,34,44.1,55.9,34,11.8,5.9,0,14.7,26.5,14.7,14.7,11.8,14,2.1,34,5.9,2.9,0,5.9,11.8,5.9,5.9,5.9,5.9,2.9,0,8.8,14.7,8.8,8.8,5.9,34,11.8,5.9,0,8.8,17.6,26.5,14.7,5.9,8.8,0,0,0,0,17.6,52.9,29.4,0,34,8.8,8.8,20.6,32.4,14.7,14.7,0,34,47.1,52.9,0.7,9,10.7 
山梨県,41,51.2,0,0,2.4,7.3,7.3,24.4,7.3,4.9,7.3,0,2.4,22,12.2,4.9,85.4,14.6,53.7,14.6,31.7,12.2,2.4,31.7,4.9,68.3,7.3,61,168.3,41,51.2,0,0,2.4,7.3,7.3,24.4,7.3,4.9,7.3,0,2.4,22,12.2,4.9,85.4,14.6,53.7,14.6,31.7,12.2,2.4,31.7,4.9,68.3,7.3,61,168.3,35,57.1,0,0,2.9,2.9,0,25.7,8.6,2.9,8.6,0,0,11.4,8.6,2.9,82.9,17.1,82.9,17.1,60,2.9,34.3,11.4,0,17.1,2.9,62.9,0,62.9,29,75.9,17.2,37.9,20.7,65.5,69,3.4,69,13.8,20.7,0,29,0,3.4,24.1,13.8,24.1,10.3,10.3,10.3,0,0,0,0,0,0,0,3.4,55.2,10.3,0,0,0,131.43,94.3,29,48.3,0,0,3.4,0,0,13.8,3.4,3.4,6.9,0,0,13.8,3.4,0,100,0,51.7,0,17.2,10.3,0,13.8,0,51.7,0,51.7,29,3.4,0,3.4,6.9,0,0,13.8,20.7,6.9,3.4,0,0,20.7,6.9,41.4,58.6,0,144.8,29,10.3,13.8,3.4,10.3,6.9,17.2,17.2,13.8,0,44.8,55.2,0,148.3,41,75.6,39,0,4.9,4.9,7.3,7.3,7.3,0,82.9,7.3,9.8,163.4,41,53.7,46.3,41,9.8,14.6,7.3,9.8,14.6,9.8,14.6,19.5,13.9,2.4,41,4.9,7.3,2.4,4.9,4.9,7.3,12.2,9.8,4.9,7.3,4.9,4.9,9.8,2.4,2.4,9.8,41,4.9,17.1,9.8,7.3,9.8,17.1,14.6,14.6,4.9,0,0,0,0,31.7,34.1,34.1,0,41,14.6,17.1,17.1,17.1,22,12.2,0,41,53.7,46.3,2.3,25.3,11.0 
長野県,58,31,0,5.2,1.7,6.9,8.6,20.7,13.8,13.8,5.2,1.7,37.9,53.4,29.3,3.4,86.2,13.8,36.2,13.8,34.5,19,37.9,58.6,3.4,48.3,13.8,39.7,246.6,58,31,0,5.2,1.7,6.9,8.6,20.7,13.8,13.8,5.2,1.7,37.9,53.4,29.3,3.4,86.2,13.8,36.2,13.8,34.5,19,37.9,58.6,3.4,48.3,13.8,39.7,246.6,50,36,0,2,0,0,0,20,14,16,2,0,18,26,8,2,86,14,82,22,38,0,34,18,18,26,2,38,2,36,43,46.5,32.6,65.1,25.6,60.5,69.8,11.6,79.1,2.3,7,0,43,0,7,20.9,32.6,18.6,14,2.3,2.3,0,0,0,0,0,0,0,2.3,37.2,2.3,0,0,0,97.52,70.4,43,30.2,0,0,0,0,0,11.6,4.7,14,2.3,0,11.6,16.3,4.7,0,100,0,30.2,0,16.3,16.3,11.6,16.3,0,30.2,0,30.2,43,2.3,0,2.3,4.7,2.3,0,14,16.3,16.3,2.3,0,4.7,27.9,0,41.9,58.1,0,151.2,43,34.9,25.6,9.3,14,7,18.6,27.9,9.3,4.7,65.1,34.9,0,186,58,87.9,25.9,1.7,5.2,5.2,10.3,8.6,10.3,0,91.4,5.2,3.4,163.8,58,53.4,46.6,58,10.3,17.2,12.1,10.3,12.1,17.2,12.1,8.6,13.4,2.2,58,1.7,10.3,3.4,6.9,6.9,8.6,10.3,5.2,8.6,6.9,8.6,3.4,5.2,8.6,1.7,3.4,58,5.2,17.2,12.1,13.8,10.3,17.2,12.1,10.3,1.7,0,0,0,0,34.5,41.4,24.1,0,58,15.5,19,19,22.4,19,5.2,0,58,60.3,39.7,1.4,6.3,11.9 
岐阜県,56,42.9,0,0,0,8.9,5.4,26.8,14.3,12.5,16.1,0,30.4,44.6,30.4,0,100,0,42.9,14.3,39.3,26.8,30.4,50,0,55.4,5.4,50,232.1,56,42.9,0,0,0,8.9,5.4,26.8,14.3,12.5,16.1,0,30.4,44.6,30.4,0,100,0,42.9,14.3,39.3,26.8,30.4,50,0,55.4,5.4,50,232.1,56,41.1,0,0,0,0,0,26.8,14.3,8.9,12.5,0,16.1,21.4,8.9,0,83.9,16.1,82.1,23.2,41.1,0,39.3,21.4,16.1,23.2,0,41.1,0,41.1,47,46.8,10.6,55.3,23.4,66,63.8,8.5,68.1,10.6,8.5,0,47,0,19.1,12.8,25.5,10.6,14.9,8.5,2.1,2.1,0,2.1,0,0,0,0,2.1,40.4,6.4,4.3,2.1,0,119.02,127.6,47,38.3,0,0,0,0,0,21.3,10.6,6.4,6.4,0,19.1,12.8,8.5,0,100,0,38.3,0,29.8,12.8,19.1,19.1,0,38.3,0,38.3,47,2.1,0,2.1,2.1,0,0,6.4,17,19.1,0,0,0,10.6,0,34,63.8,2.1,125.5,47,40.4,34,8.5,12.8,6.4,19.1,27.7,29.8,0,76.6,23.4,0,202.1,56,85.7,28.6,1.8,3.6,1.8,5.4,1.8,5.4,0,89.3,10.7,0,144.6,56,35.7,64.3,56,8.9,10.7,16.1,16.1,16.1,10.7,7.1,14.3,13.52,2.2,56,3.6,5.4,8.9,8.9,1.8,0,3.6,3.6,5.4,5.4,7.1,7.1,14.3,10.7,3.6,10.7,56,8.9,7.1,10.7,17.9,19.6,10.7,8.9,10.7,5.4,0,0,0,0,26.8,48.2,25,0,56,12.5,14.3,16.1,32.1,7.1,17.9,0,56,50,50,6.3,11.6,13.5 
静岡県,104,47.1,0,1.9,5.8,4.8,10.6,29.8,13.5,16.3,6.7,0,26,45.2,26,2.9,91.3,8.7,51.9,15.4,41.3,22.1,26,48.1,2.9,65.4,12.5,52.9,245.2,104,47.1,0,1.9,5.8,4.8,10.6,29.8,13.5,16.3,6.7,0,26,45.2,26,2.9,91.3,8.7,51.9,15.4,41.3,22.1,26,48.1,2.9,65.4,12.5,52.9,245.2,95,50.5,0,2.1,4.2,0,1.1,30.5,13.7,16.8,7.4,0,10.5,26.3,13.7,2.1,85.3,14.7,84.2,26.3,54.7,1.1,43.2,23.2,10.5,29.5,2.1,55.8,3.2,52.6,81,61.7,32.1,63,34.6,64.2,74.1,16,65.4,11.1,14.8,1.2,81,1.2,4.9,4.9,34.6,17.3,17.3,2.5,7.4,7.4,0,0,0,0,0,0,2.5,51.9,14.8,7.4,0,0,144.49,107,81,53.1,0,1.2,4.9,0,0,27.2,12.3,17.3,6.2,0,8.6,24.7,11.1,1.2,100,0,56.8,0,38.3,22.2,8.6,25.9,1.2,56.8,1.2,55.6,81,2.5,0,2.5,1.2,0,0,13.6,23.5,7.4,3.7,0,1.2,4.9,0,35.8,64.2,0,124.7,81,29.6,12.3,6.2,8.6,8.6,12.3,24.7,27.2,1.2,61.7,38.3,0,169.1,104,88.5,38.5,6.7,5.8,4.8,6.7,14.4,4.8,0,91.3,7.7,1,178.8,104,55.8,44.2,104,7.7,10.6,10.6,11.5,12.5,15.4,17.3,14.4,13.98,2.2,104,5.8,4.8,6.7,5.8,7.7,4.8,11.5,8.7,1.9,5.8,3.8,5.8,4.8,10.6,5.8,5.8,104,6.7,9.6,8.7,13.5,10.6,9.6,21.2,14.4,5.8,0,0,0,0,25,33.7,41.3,0,104,14.4,10.6,18.3,15.4,23.1,18.3,0,104,55.8,44.2,5.1,11.3,13.5 
愛知県,241,45.2,0.4,1.7,1.7,8.3,8.7,27.8,11.6,11.2,7.9,0.4,19.5,41.1,21.6,3.7,90,10,48.1,17,37.8,19.5,19.5,44.8,3.7,63.9,10.4,53.9,220.7,241,45.2,0.4,1.7,1.7,8.3,8.7,27.8,11.6,11.2,7.9,0.4,19.5,41.1,21.6,3.7,90,10,48.1,17,37.8,19.5,19.5,44.8,3.7,63.9,10.4,53.9,220.7,217,47,0.5,0.9,0.9,2.8,1.4,27.2,10.1,11.1,7.4,0,12.4,23.5,5.5,1.8,84.8,15.2,82,15.2,48.8,4.1,35.9,18.4,12.4,24,1.8,53,2.3,50.7,184,63,17.4,60.3,29.3,61.4,65.8,10.9,73.4,12,6.5,4.3,184,3.3,7.1,10.9,24.5,20.7,12,9.2,4.9,4.3,1.1,0.5,0,0,0,0,1.6,52.7,10.9,6,0.5,0,141.03,126.1,184,51.1,0.5,1.1,1.1,0.5,0.5,22.3,6,10.3,7.1,0,8.7,19,3.3,0,100,0,53.3,1.1,27.7,17.4,8.7,19,0,54.3,1.6,52.7,184,3.3,0.5,4.9,2.7,3.8,1.1,28.3,31,12,3.3,0.5,1.6,10.3,0,41.3,58.2,0.5,162,184,29.9,23.4,9.2,10.9,6.5,11.4,15.8,23.9,1.6,60.9,38,1.1,171.7,241,87.6,37.8,2.5,6.6,3.3,7.5,12,6.2,0,90.9,7.5,1.7,172.6,241,51,49,241,9.1,10.4,14.9,14.9,11.6,13.7,10.8,14.5,13.66,2.2,241,4.6,4.6,7.1,9.1,6.6,6.6,5,7.5,4.6,5.8,7.9,5.8,5,7.1,5.8,7.1,241,5.4,9.5,14.5,15.4,12,13.7,9.1,14.5,4.1,0,1.2,0.4,0,29.5,41.1,27.8,1.7,241,14.1,15.4,22,19.1,14.5,13.3,1.7,241,52.7,47.3,2.5,13.3,12.8 
三重県,54,51.9,1.9,0,1.9,1.9,16.7,24.1,7.4,14.8,9.3,0,16.7,38.9,20.4,0,96.3,3.7,55.6,18.5,31.5,24.1,16.7,42.6,0,72.2,16.7,57.4,209.3,54,51.9,1.9,0,1.9,1.9,16.7,24.1,7.4,14.8,9.3,0,16.7,38.9,20.4,0,96.3,3.7,55.6,18.5,31.5,24.1,16.7,42.6,0,72.2,16.7,57.4,209.3,52,51.9,1.9,0,1.9,1.9,0,25,7.7,15.4,5.8,0,7.7,17.3,7.7,0,92.3,7.7,92.3,11.5,55.8,1.9,32.7,21.2,7.7,19.2,0,57.7,0,57.7,48,75,22.9,68.8,27.1,60.4,66.7,12.5,72.9,16.7,2.1,0,48,8.3,6.3,16.7,25,16.7,14.6,8.3,0,2.1,0,2.1,0,0,0,0,0,43.8,4.2,4.2,2.1,0,118.96,134.9,48,45.8,2.1,0,2.1,0,0,22.9,4.2,16.7,6.3,0,8.3,16.7,4.2,0,100,0,50,0,27.1,22.9,8.3,16.7,0,50,0,50,48,2.1,2.1,2.1,2.1,2.1,0,16.7,25,4.2,4.2,4.2,2.1,16.7,4.2,39.6,60.4,0,147.9,48,29.2,18.8,8.3,10.4,8.3,2.1,16.7,10.4,0,64.6,35.4,0,139.6,54,77.8,24.1,0,7.4,0,3.7,5.6,5.6,0,85.2,11.1,3.7,138.9,54,53.7,46.3,54,5.6,18.5,5.6,14.8,20.4,13,14.8,7.4,13.61,2.1,54,5.6,13,3.7,5.6,9.3,3.7,9.3,3.7,0,5.6,1.9,9.3,11.1,9.3,5.6,3.7,54,1.9,14.8,11.1,9.3,18.5,22.2,9.3,9.3,3.7,0,0,0,0,27.8,50,22.2,0,54,20.4,7.4,20.4,29.6,13,9.3,0,54,38.9,61.1,4.6,4.5,13.4 
滋賀県,44,40.9,0,0,6.8,15.9,6.8,15.9,9.1,4.5,4.5,0,15.9,45.5,38.6,4.5,88.6,11.4,47.7,22.7,25,9.1,15.9,52.3,4.5,65.9,6.8,61.4,220.5,44,40.9,0,0,6.8,15.9,6.8,15.9,9.1,4.5,4.5,0,15.9,45.5,38.6,4.5,88.6,11.4,47.7,22.7,25,9.1,15.9,52.3,4.5,65.9,6.8,61.4,220.5,39,43.6,0,0,7.7,5.1,2.6,17.9,10.3,5.1,0,0,5.1,25.6,17.9,5.1,74.4,25.6,69.2,28.2,51.3,7.7,28.2,5.1,5.1,30.8,5.1,56.4,2.6,56.4,29,48.3,27.6,48.3,20.7,48.3,65.5,24.1,86.2,13.8,6.9,0,29,3.4,13.8,17.2,13.8,10.3,13.8,6.9,3.4,13.8,3.4,0,0,0,0,0,0,51.7,20.7,17.2,0,0,164.66,164.7,29,48.3,0,0,10.3,0,0,17.2,6.9,6.9,0,0,0,24.1,17.2,0,100,0,58.6,0,24.1,6.9,0,27.6,0,58.6,0,58.6,29,3.4,0,10.3,6.9,3.4,3.4,13.8,20.7,6.9,0,0,3.4,20.7,3.4,44.8,55.2,0,151.7,29,20.7,6.9,10.3,6.9,6.9,10.3,10.3,27.6,0,55.2,44.8,0,144.8,44,81.8,31.8,0,4.5,0,20.5,9.1,6.8,0,86.4,13.6,0,168.2,44,70.5,29.5,44,11.4,9.1,25,9.1,13.6,11.4,11.4,9.1,13.3,2.2,44,9.1,9.1,15.9,6.8,11.4,9.1,4.5,4.5,2.3,0,9.1,2.3,2.3,2.3,6.8,4.5,44,6.8,13.6,11.4,22.7,11.4,11.4,6.8,6.8,9.1,0,0,0,0,31.8,45.5,22.7,0,44,25,6.8,34.1,11.4,11.4,11.4,0,44,38.6,61.4,4.5,9,16.1 
